name,norad_id,uplink,downlink,beacon,mode,callsign,status,satnogs_id
KSAT2,39578,,S Ku-band,,200Kbps 1Mbps G1D,,non-amateur,
KSM1-A,46912,,401.030,,9600bps FSK,,active,HUNW-6973-2030-4958-5201
KSM1-B,46914,,401.060,,9600bps FSK,,active,MWRL-6562-0983-3996-2101
KSM1-C,46906,,401.120,,9600bps FSK,,active,ZQAV-4893-1919-8347-2035
KSM1-D,46907,,401.090,,9600bps FSK,,active,LQIA-1498-8400-4918-0119
KSU-Cubesat,47954,,437.130,,4800bps GMSK,KSUC1,active,GJTN-2368-5876-8326-4725
KS-1Q,41847,,436.500,,20kbps GMSK,,inactive,WMGA-3000-1529-8035-2634
KUbeSat-1,60203,,437.085,,9600bps GMSK,,unknown,
KUTESat Pathfinder,,,437.385,,1200bps AFSK,KC0RMW,failure,
KuwaitSat-1,55103,,436.980,,38k4FSK LoRa,,inactive,
KUZBASS-300,53375,,437.700,,2400bps GMSK_USP,RS34S,re-entered,XXDG-8589-5393-3222-5405
KuzGTU-1,57217,,437.100,,2k4*-9k6 GMSK_USP,RS47S,active,IAID-3852-6397-8056-8089
KuzSTU,53375,,437.700,,2400bps GMSK_USP,RS34S,re-entered,XXDG-8589-5393-3222-5405
KySat-1,,145.850,436.790,,1200bps AFSK,,failure,
KySat-2,39384,,437.405,,9600bps FSK,KK4AJJ,re-entered,KMOS-8479-8668-2060-1108
LabSat,51086,,401.100,,FM,,re-entered,
LAICE-1,,,437.505,,9600bps GMSK,,unknown,
LambdaSat,40458,,437.462,,1200bps AFSK,,unknown,
LAPAN-A2,40931,145.880/145.825,435.880/145.825,437.425,1k2*AFSK FM tone 88.5Hz,YBSAT/YBOX-1,active,EEIT-0315-8565-1765-1994
LAPAN-A3,41603,,437.425,,1200bps FFSK,,non-amateur,BLNH-6149-6607-6959-8042
LARES,38077,,,,,,non-amateur,
LASARsat,,,436.925,436.925,9600bps GMSK CW,OK0LSR,active,
LBSat,23607,,137.955,,,,unknown,
LEDSAT,49069,435.310,435.190,,1k2/9k6* FSK Digipeater,,active,JLZT-0277-4784-7719-1707
Lemur-2,56187,,402.790,,,,unknown,
Lemur-2,56182,,,,,,unknown,
Lemur-2,56206,,402.788,,FM,,unknown,ANXM-6391-1491-9881-7191
LEMUR-2,58336,,402.790/2022.500/2200.500/2440.000,,GMSK,,inactive,PQDQ-5086-3402-1909-8173
LEMUR-2,58337,,402.790/2022.500/2200.500/2440.000,,GMSK,,inactive,
LEO,44360,,437.505,,9k6*/19k2/38k4 FSK,KJ6RQH-1,re-entered,RDRK-2196-1112-4228-3474
LEO Express-1,58301,,402.680,,FM,,unknown,CVWL-5147-2655-6759-5452
LEV-1,,,437.410,2212.000,CW,,active,
LIBERTAD-1,31128,,437.405,437.399,1200bps AFSK,5K3L,inactive,
LightCube,56314,,437.175,,300* 1k2 AFSK,,re-entered,
LightSail-A,40661,,437.435,,9600bps FSK,KK6HIT-1,re-entered,BDAD-5123-3691-7989-4312
LightSail-2,44420,,437.025,,9600bps GMSK,KK6HIT-10,re-entered,NEYM-8143-9281-1364-3886
LightSat,44393,,435.700*/436.500,,4k8*/9k6 mobitex GMSK,,re-entered,BHTH-8781-5917-5607-8999
Light-1,51509,,437.710,,1k2 BPSK 2k4*GMSK,,re-entered,IYPF-0390-6641-7081-7482
LignoSat,62296,,435.820,435.820,4k8GMSK FM CW,,unknown,
LilacSat-1,42725,145.985,436.510,,9600bps BPSK FM,ON02CN,re-entered,PEAF-6165-8245-0396-3965
LilacSat-2,40908,145.825/145.875,144.390/437.225*,437.200,1k2/4k8*/9k6 FSK APRS FM,BJ1SI,active,AHVS-7983-8710-8819-8034
Lilium-1,58467,,400.455/436.885,,2400bps BPSK,BN0LL1,unknown,BRBP-3780-8068-0622-0984
LINK,42714,,436.030,,1200bps BPSK,D80LW,re-entered,RVBU-2782-8177-0481-6884
LINGQUE-1A,43942,,401.800,,FM,,re-entered,WXYU-9619-5599-7666-7257
LitSat-1,39568,435.135-435.165,145.965-145.935,,SSB,,re-entered,
LitSat-1,39568,435.550,145.845,435.138,9600bps FSK CW,LY1LS,re-entered,
LituanicaSAT-1,39569,145.950,435.176,,FM tone 67.0Hz,,re-entered,
LituanicaSAT-1,39569,145.850,437.543,437.275,9600bps FSK CW,LY5N,re-entered,
LituanicaSAT-2,42768,,437.265,,9600bps FSK,LY0LS,re-entered,RNRA-5585-1660-1429-1830
LIZZIESAT-1,59132,,2201.000,,FM,,unknown,WWUP-9998-0503-1426-7549
LIZZIESAT-2,,,2201.250/2262.250,,FM,,unknown,
LORIS,55125,,437.165,,19200bps GMSK,,re-entered,
LO-19,20442,145.840-145.900,437.125/437.150,437.125,CW carrier,LUSAT-11 12,inactive,ZDPY-4221-9426-0630-5344
LO-74,39440,,437.445,,1k2AFSK 9k6FSK,CUBEB2-6,active,MRQX-2618-0103-4345-3937
LO-75,39382,145.825,145.822/437.325,145.825,1200bps AFSK CW Voice,W5UL-15,re-entered,ETNK-7168-8466-2812-2733
LO-87,41557,435.935-435.965,145.965-145.935,145.900,SSB CW,,unknown,WNZE-1061-4511-0110-9001
LO-87,41557,,436.445,,9k6/19k2/40k0* GFSK,,active,WNZE-1061-4511-0110-9001
LO-90,42725,145.985,436.510,,9600bps BPSK FM,ON02CN,active,PEAF-6165-8245-0396-3965
LO-93,43471,,435.425/436.425/2222.810,,500/250bps GMSK,BJ1SM,inactive,
LO-94,43472,,435.400/436.400/2275.220,,500/250bps GMSK,BJ1SN,re-entered,
LQSat,40958,,437.650/2404.035,437.650,4k8 MSK 1Mbps QPSK CW,,inactive,MGQA-3984-9891-9370-1393
Lucky-7,44406,,437.525,,4k8*/9k6 GFSK,,active,TVOC-6469-7409-1625-2760
LUME-1,43908,,437.060,,4800bps GMSK,,re-entered,QXDQ-9755-0160-9983-1765
Luojia 1-01,43485,,437.250,,4800bps GMSK,,inactive,QWJS-4478-4513-2046-4348
LUR-1,60503,,401.500,,19200bps FSK,,unknown,
M6P,44109,,437.265,LY0LS,9600bps FSK,,re-entered,TMBM-0361-0702-7974-9574
MACSAT,58024,,401.050,,,,unknown,
MAGNARO,,,145.850/436.325,436.325,1k2AFSK 9k6GMSK 19k2GMSK CW,,failure,
MakerSat-0,43016,,,,,,inactive,FICC-5569-8485-6311-2104
Malligyong-1,58400,,468.738,,FM,,unknown,VKWC-1448-9260-6742-1799
MANGO-2A,58336,,402.790/2022.500/2200.500/2440.000,,GMSK,,inactive,PQDQ-5086-3402-1909-8173
MANGO-2B,58337,,402.790/2022.500/2200.500/2440.000,,GMSK,,inactive,
MANTIS,,,,,,,unknown,
Marafon-D-GVM,59072,,,,,,unknown,
MARIA-G,,,436.666,436.888,1k2/2k4_FSK FM CW,,unknown,
MARIO,55123,,437.485,,9600bps GMSK,WL2XYF,re-entered,AQMD-7020-9181-7420-6447
MaSat-1,38081,,437.345,437.345,625/1250bps 2GFSK CW,HA5MASAT,re-entered,
MAST,31126,,2400.000-2483.500,,FHSS,,inactive,
Max Valier Sat,42778,,145.860,145.960*/437.325,CW,II3MV,re-entered,ULZA-6802-2539-6219-3200
Maya-1,43590,145.825,145.825/437.375,437.375,APRS Digipeater CW,JG6YKM,re-entered,MWXV-7244-7952-4540-2800
Maya-2,47929,145.825,145.825/437.375,437.375,4k8FSK APRS CW,JG6YMY,re-entered,RYZT-9821-8766-4438-4997
Maya-3,49273,145.825,145.825/437.375,437.375,4800bps GMSK CW*,MAYA3,re-entered,LHTR-1409-4208-5927-5766
Maya-4,49274,145.825,145.825/437.375,437.375,4800bps GMSK CW*,MAYA4,re-entered,KHKX-7215-9332-1437-6827
Maya-5,57420,145.825,145.825/437.375,437.375,1k2APRS 4k8*GMSK CW,,active,DWOE-5467-4122-7963-0240
Maya-6,57419,145.825,145.825/437.375,437.375,1k2APRS 4k8*GMSK CW,,active,BSOI-4945-7290-6798-4904
Mazaalai,42822,,437.375,437.372,1k2AFSK 9k6GMSK CW,JG6YJQ,re-entered,BGMK-0175-7442-2160-6546
MCubed-2,39472,,437.479,,9600bps GMSK,NOCALL,active,SSBD-3811-5706-8042-1219
MDASat-1A,50995,,401.050,,9600bps GMSK,,inactive,
MDASat-1B,51050,,401.050,,9600bps GMSK,,inactive,
MDASat-1C,51038,,401.050,,9600bps GMSK,MDASAT-2,active,
MDQUBESAT-2,58642,,,,,,unknown,
MDQSAT-1C/1D,,,436.900,,LoRa,,unknown,
MDQubeSAT-1,50986,,436.800,,LoRa,,unknown,TPDX-4064-2548-6167-6896
MDQubeSAT-2,58665,,436.900,,LoRa,,unknown,BDNJ-2213-7845-0073-9053
Mea Huaka'i Voyager,,,437.405/5.840GHz,,1200bps AFSK,,failure,
Medex,53381,,437.650,,2k4/4k8*GMSK_USP,RS19S,re-entered,BFTX-5845-5159-6971-7200
MemSat,43554,,437.350,,9600bps BPSK,,re-entered,
MENGTIAN,54216,,,,,,inactive,
MEROPE,,,145.980,,1200bps AFSK,K7MSU-1,failure,
MESAT-1,60209,145.910-145.940,435.810-435.840,435.800,1200bps BPSK SSB,,active,ANJN-0857-0652-4935-2307
METEOR-M1,35865,,137.100/137.900,2201.000,72K QPSK CW*,,weather sat,DAIX-4517-7255-2315-1676
METEOR-M2,40069,,137.100*/137.900,,72K LRPT,,weather sat,DZPB-0849-7335-4514-4452
METEOR-M N2-2,44387,,137.100/137.900,1700.000*,72K QPSK AHRPT*,,weather sat,DNDH-4105-0956-2682-2917
METEOR-M N2-3,57166,,137.100/137.900*,,72K*/80K LRPT,,weather sat,TLCE-8079-2988-7210-7028
METEOR-M N2-4,59051,,137.100/137.900*,,72K*/80K LRPT HRPT,,weather sat,VSVI-4798-5613-4587-2414
MethaneSAT,59101,,2235.000,,FM,,unknown,ILOF-9994-7456-2121-1249
MeznSat,46489,,436.600,,1k2-9k6* BPSK,A68MZ,active,HXPT-8292-6749-4283-2496
MGU,53374,,437.550,,2k4/4k8*GMSK_USP,RS32S,re-entered,HKXU-1877-4030-6508-9166
MicroDragon,43935,,2280.000,,,,re-entered,PUYT-6109-4558-2471-5378
MicroMAS-1,40457,,468.000,,1.5Mbit/s OQPSK,,unknown,
MicroOrbiter-1,59483,,399.975/922.100,400.959,LoRa CW*,,re-entered,YBQI-2140-4595-2492-5336
MIET-AIS,53377,,437.900,,2400bps GMSK_USP,RS28S,re-entered,OTLB-3496-1811-8002-0742
MIMAN,52900,,436.500,,2k4/4k8* FSK,,active,AOTT-8678-9365-5674-2308
MinXSS-1,41474,,437.350,,9600bps GMSK,MINXSS,re-entered,GUIW-3026-5024-1966-8107
MinXSS-2,43758,,437.250,,9600bps GMSK,MINXS2,inactive,XQNL-8221-6393-9116-3452
MIR,16609,145.985,145.985,,Packet,R0MIR-1,re-entered,
MIR-SAT1,48868,145.9875,436.925,,9600bps GMSK Digipeater,3B8MIR,re-entered,VIIQ-5994-5073-6455-6748
MiTEE-1,47314,,437.800,,9600bps FSK,WL9XJH,re-entered,WMCD-5300-1478-1818-8347
MITSUBA,,,437.375,437.375,1k2AFSKCW,,failure,
Monitor-1,53374,,437.550,,2k4/4k8*GMSK_USP,RS32S,re-entered,HKXU-1877-4030-6508-9166
Monitor-2,57184,,435.000/435.815*/435.915,,1k2*AFSK/9k6 FSK,RS39S,inactive,SCGK-1611-0139-1871-0649
Monitor-3,57180,,435.290,,4k8*/9k6 GMSK_USP,,active,KPMW-9188-6390-9743-3148
Monitor-4,57182,,436.080,,4k8*/9k6 GMSK_USP,,active,PJTC-6029-0615-1270-1207
Moonlighter,57317,914.700/2075.000,914.700/2225.000,,,,re-entered,
Mordovia-IOT,61765,,437.100,,1143bps AFSK SSTV,RS50S,active,GAHV-9088-5977-7290-0624
MOVE-2,43780,437.800,145.950,145.950,12k5 BPSK CW,DB0MVE,active,JWFD-9682-9871-6006-7786
MOVE-2B,44398,,145.840,145.840,12k5bps BPSK CW,DP0MVB,re-entered,NLLB-8107-5146-3533-6638
MO-30,24305,,435.138,,1200bps BPSK,,inactive,
MO-46,26548,145.850/145.925,437.325,,38400bps FSK,MYSAT3-11 12,inactive,
MO-72,38081,,437.345,437.345,625/1250bps 2GFSK CW,HA5MASAT,re-entered,
MO-76,39436,,437.505,437.505,9600bps GFSK RTTY CW,,re-entered,ZGDU-9244-7828-7079-5280
MO-105,44832,,437.150,,12.5kbps GMSK,,active,NVJW-1778-4425-6707-0234
MO-106,44830,,437.175,,12.5kbps GMSK,,re-entered,ZYHY-4125-9970-1147-2424
MO-110,47964,,437.345,437.345,2GMSK CW,,active,AGJP-1224-9255-0586-8359
MO-112,48868,145.9875,436.925,,9600bps GMSK,3B8MIR,active,VIIQ-5994-5073-6455-6748
MO-122,60209,145.910-145.940,435.810-435.840,435.800,1200bps BPSK SSB,,active,ANJN-0857-0652-4935-2307
MRC-100,56993,,436.720,,1k25/2k5/5k/12k5*GMSK,,active,PDTE-7914-8172-6131-7029
MTCube-1,44399,,436.750,,9600bps GFSK,,inactive,AXJM-2333-0617-1242-6553
MTCube-2,53109,,436.750,,1k2AFSK 2k4*/9k6GMSK,,inactive,ZYKO-7290-5830-6811-4050
MTUSI-1,61750,,435.600,,38400bps FSK,,unknown,LNIX-1421-5820-7502-3419
MuSat-1,56967,,,,,,unknown,JPEF-7986-7526-4793-6798
myPocketQub,,,437.425-437.525,,,,unknown,
MYSAT-1,44045,,435.775,,1k2*/4k8/9k6 BPSK,A68MY,inactive,XJIF-4712-8503-0953-1790
MYSAT-2,49017,,436.908,,1200bps BPSK,A68MX,active,FXJU-1542-5342-0390-1271
M-Cubed,37855,,437.485,,9600bps GMSK,,re-entered,GTMF-2365-6960-5386-3224
N3SS,58020,,,,,,unknown,
NanoDragon,49398,,437.365,,1200bps BPSK,,unknown,
NanoFF-A,58810,,435.950,,4800bps GMSK,DP0NFA,active,DUMR-1924-9064-2363-1545
NanoFF-B,58755,,435.950,,4800bps GMSK,DP0NFB,active,RCBZ-5048-4345-8306-0931
NanoSail-D2,37361,,,437.270,1200bps AFSK,KE7EGC,re-entered,
NanoSat-6,44346,,437.200,,9600bps GMSK,,unknown,
Nanosat-7,44339,437.345,2300.000,,,,unknown,KEHF-2475-1116-3928-7492
NanosatC-Br1,40024,,145.865,145.865,1200bps BPSK CW,NCBR1,inactive,YAQZ-5189-9885-8827-9333
NanosatC-Br2,47950,,145.865,,1k2*/2k4/4k8/9k6BPSK,NCBR2,active,ZYLY-1275-5968-7283-5367
Nanozond-1,57190,,437.000,,2k4/4k8*/9k6 GMSK_USP,RS49S,active,VMNV-8729-6815-0607-7666
NAPA-2,48963,,401.120*/150,,1200bps BPSK,NAPS2,unknown,GEJQ-5981-2710-6410-2156
NARSScube-1,44792,,437.970,437.970,CW,,re-entered,
NARSScube-2,44718,,437.974,437.974,CW,,re-entered,
Nayif-1,42017,435.015-435.045,145.990-145.960,145.940,1200*bps BPSK SSB,,re-entered,SVPP-9764-1942-2462-5319
NCUBE-1,,,437.305,,9600bps GMSK,LA1CUB,failure,
NCUBE-2,28897,,437.305,,9600bps FSK,LA1CUB,inactive,
NEE-01 Pegaso,39151,,910.000,,AMTV-CW SSTV,,non-amateur,VOMS-7869-4280-6333-8162
NEE-02 Krysaor,39441,,980.000,,,,non-amateur,KUWT-6327-2943-5724-0911
Negai,36575,,437.305,437.305,1200bps AFSK CW,JQ1ZEX,re-entered,
NepaliSat-1,44331,,437.375,437.375,4800bps GMSK CW,JG6YLF,re-entered,NNNQ-5861-2134-5231-3624
Neptuno,48966,,401.500,,FM,,re-entered,SPIN-5533-7821-5854-3271
NETSAT-1,46506,,435.600,,9600bps GFSK,DP2NSA,unknown,OZSW-9908-0796-8166-3293
NETSAT-2,46507,,435.600,,9600bps GFSK,DP2NSB,active,DBTP-4321-2218-3495-4829
NETSAT-3,46505,,435.600,,9600bps GFSK,DP2NSC,unknown,PDZV-7495-4443-2585-1990
NETSAT-4,46504,,435.600,,9600bps GFSK,DP2NSD,unknown,KPFF-6607-7806-3530-0376
NEUDOSE,56315,,436.050,,9600bps GFSK,VE3NEU,inactive,
NEUTRON-1,46923,145.840,435.300,,9k6 FSK/1k2*BPSK_KISS,WH6DNU-1,re-entered,XGRU-5599-1697-8515-6186
NEXUS,43937,145.900-145.930,435.910-435.880,435.900/437.075*,9k6/38k4FSK pi/4QPSK CW*,JS1YAV,re-entered,MCYZ-8515-1099-2288-3521
NinjaSat,58341,,402.000,,2400bps GMSK,,inactive,
Nightjar,60535,,435.350,,4800bps GFSK,XX0UHF,active,BGSA-1802-1526-4835-1410
NIUSAT,42766,,436.000/2240.000,,1200bps FSK,NIUOBT,re-entered,FCJO-8188-7789-7781-3478
NJFA-1,40926,,435.645,,4k8*/9k6 GMSK,,re-entered,XHVR-2136-6377-5531-7206
NJUST-1,42722,,436.570,,1200bps BPSK,BI4ST,re-entered,MKJM-7476-6768-2522-3779
NJUST-2,40927,,437.645,,4k8*/9k6 GMSK,,re-entered,ENOX-9963-2931-2366-2925
NMARS,29662,148.975,27.965,,1200bps FM USB,,re-entered,
NMTSat,43851,,148.800,,9600bps GFSK,,re-entered,
Nodes-1,41478,,437.100/2401.200-2431.200,,1k2 AFSK 115k2 FSK,KE6QLL,re-entered,ZYLW-8361-5577-4757-0706
Nodes-2,41477,,437.100/2401.200-2431.200,,1k2 AFSK 115k2 FSK,KE6QLL,re-entered,OISZ-4850-1941-2572-5984
NOAA-1,4793,,,,,,weather sat,
NOAA-2,6235,,1.698GHz,,HRPT,,weather sat,CLVL-1708-0584-5360-1752
NOAA-3,6920,,,,,,weather sat,
NOAA-4,7529,,,,,,weather sat,
NOAA-5,9057,,,,,,weather sat,
NOAA-6,11416,,,,,,weather sat,
NOAA-7,12553,,,,,,weather sat,
NOAA-8,13923,,,,,,weather sat,
NOAA-9,15427,,,,,,weather sat,RQTU-0962-4589-7454-8433
NOAA-10,16969,,,,,,weather sat,
NOAA-11,19531,,,,,,weather sat,
NOAA-12,21263,,137.620/1701.000,,,,weather sat,
NOAA-13,22739,,,,,,weather sat,
NOAA-14,23455,,137.620/1701.000,,,,weather sat,
NOAA-15,25338,,137.620*/1702.500,,,,weather sat,FSYV-6957-0977-9643-9047
NOAA-16,26536,,137.620/1701.000,,,,weather sat,
NOAA-17,27453,,137.500/1701.000,,,,weather sat,
NOAA-18,28654,,137.9125*/1707.000,,,,weather sat,SWSC-0362-2710-3817-5254
NOAA-19,33591,,137.100*/1698.000,,,,weather sat,LSCG-5988-6402-6624-6585
NOAA 20,43013,,2248.000,,FM,,weather sat,UDBA-5128-1022-2939-7269
NOAA-21,54234,,2247.500,,12k8 BPSK,,weather sat,CNAZ-9368-1972-2448-3217
Nokhcho,61767,,437.550,RS79S,1135bps AFSK,,unknown,
NOOR-1A,,,,,,,unknown,
NOOR-1B,,,,,,,unknown,
Norbi,46494,,436.700,,9600bps FSK/250k_LoRa,CUBSAT,active,DNNN-7162-2135-4056-8903
Norby-2,57179,,435.600,,LoRa,,active,WSRI-6167-9286-6885-9902
Norby-3,61761,,436.570,,LoRa,,unknown,
NOUR-1,45529,,401.500,,9600bps FSK,SPACE,re-entered,TYCI-5959-1115-4385-3904
NOUR-2,51594,,401.500/2258.000,,9600bps FSK,,non-amateur,
NOUR-3,57962,,401.500/2258.000,,9600bps FSK,,non-amateur,XYLD-3027-5136-7090-8791
NOVA-C,58961,,2210.600*/2250.000,,,,non-amateur,
NO-44,26931,145.827,145.827,,1200bps AFSK,(A) W3ADO-1,active,MIOI-0494-0446-3367-1916
NO-44,26931,435.250,145.827,,9600bps FSK,(A) PCSAT-1,active,MIOI-0494-0446-3367-1916
NO-44,26931,,144.390,,1200bps AFSK,(B) PCSAT-11,inactive,MIOI-0494-0446-3367-1916
NO-44,26931,,144.390,,9600bps FSK,(B) PCSAT-12,inactive,MIOI-0494-0446-3367-1916
NO-45,26932,145.945,437.100,,1200bps AFSK,KE6QMD,inactive,
NO-60,29661,145.825,145.825,,1200bps AFSK,RAFT,re-entered,
NO-61,29664,145.825,145.825,,1200bps AFSK,ANDE-1,re-entered,
NO-62,29667,,437.385,,1200bps AFSK,KD4HBO,re-entered,
NO-83,40655,28.120,435.350,437.975,9600bps FSK PSK31,BRCSAT,re-entered,KBEL-4970-7091-3600-7423
NO-84,40654,28.120,435.350,145.825,1200bps AFSK PSK31,PSAT,re-entered,SJIQ-0619-1652-1315-6120
NO-103,44355,28.120/145.825,145.825/435.350/437.605*,,1k2/9k6* FSK,USNAP1-1,re-entered,XWQN-8491-1910-3675-2960
NO-104,44354,28.120/145.825,145.825/435.350*/437.605,,1k2 SSTV* PSK31,,re-entered,NSIX-5794-4320-6173-0330
NO-116,51031,,436.235,436.235,500*bps GFSK RTTY* CW,AM9NPQ,active,BZWR-6172-2785-3507-5423
NPS-SCAT,39389,,2401.200-2447.600,437.525,1200bps AFSK CW,K6NPS,inactive,
nSight-1,42726,,435.900/2405.000,,9600bps GMSK,ON02AZ,re-entered,BCOV-7599-9581-1666-0834
NSLSat-1,44391,,401.200,,FM,,unknown,ZTQP-4601-1879-5083-5831
NSLSat-2,55067,,401.500/2245.000,,PSK31 FM,,re-entered,ZVIO-0893-8720-4254-3996
NUDT-PhoneSat,40900,,437.300,,9k6 GFSK,BJ1SJ,re-entered,PDYY-8479-0832-6941-1000
NUDTSat,42787,,436.270,,9600bps BPSK,BG7AKF,re-entered,IUKT-5566-7027-2323-0619
NuLIoN,57487,,401.500,,1200bps FSK,,active,LXXL-2333-4110-5964-9846
NuSat-1,41557,435.935-435.965,145.965-145.935,145.900,SSB CW,,re-entered,WNZE-1061-4511-0110-9001
NuSat-1,41557,,436.445,,9k6/19k2/40k0* GFSK,,re-entered,WNZE-1061-4511-0110-9001
NuSat-2,41558,435.935-435.965,145.965-145.935,145.900,SSB CW,,re-entered,WPPP-5073-6177-3453-1599
NuSat-2,41558,,437.445,,9k6/19k2/40k0* GFSK,,re-entered,WPPP-5073-6177-3453-1599
NUTSAT,55124,,436.850,,1k2*AFSK 9k6GFSK,BN0UT,re-entered,NAEW-9759-0504-8538-0109
NuX-1,51073,,437.650,,1200bps FSK,,re-entered,
Observer-1A,,,2246.000,,,,unknown,
Oculus-ASR,44346,,437.200,,9600bps GMSK,,unknown,
OF-2,45113,,435.040/2426.000,,9k6 GMSK/3-5Mbps QPSK,KG5UAK,re-entered,DTPB-3536-2645-5620-7820
OMNI-LER1,,,2245.000,,FM,,inactive,
OMNI-L2,52771,,401.050,,FM,,inactive,ZCCE-7491-3336-8542-6061
OMOTENASHI,,,437.310/437.410,,FM PSK31 PCM-PSK/PM,,inactive,
ONDOSAT-OWL-1,59110,,435.000,435.000,4800bps GMSK CW,,unknown,PDUZ-9178-5050-3640-4549
ONDOSAT-OWL-2,59113,,435.000,435.000,4800bps GMSK CW,,unknown,JNNP-2835-3667-6280-1551
ONDOSAT-OWL-3~12,,,400.160,,LoRa,,unknown,
ONGLAISAT,62299,,922.000,,FM,,unknown,
OnReflection-164,56182,,,,,,unknown,
OOV-Cube,60240,,435.950,2263.000,1200bps AFSK,,active,IWZL-9125-3719-4852-5266
OO-38,26063,,437.100,,9600bps FSK,KF6RFX,inactive,OWKZ-4946-7098-5844-2196
OPS-SAT,44878,,437.200,,9600bps GMSK,DP0OPS,re-entered,NRVR-2280-9172-8926-1963
OPTIMAL-1,,,,,,,non-amateur,
Optimus-2,,,2260.000,,2000000_QPSK,,unknown,
OPTOS,39420,,,,,,non-amateur,
OPUSAT,39575,,437.154,,1k2AFSK 9k6GFSK CW,JL3ZCA,re-entered,
OPUSAT-II,47930,436.500,145.900,145.900,1k2*AFSK/9k6/13k6GMSK CW,JL3ZKS,re-entered,ZVPZ-0777-4479-4472-0152
OrbAstro-PC1/TR1,,,,,,,unknown,
ORBICRAFT-ZORKIY,47960,,437.850*/437.950/10465.000,,2k4/4k8*/9k6GMSK_USP SSTV,RS15S,active,OMJF-9743-1169-8966-7578
ORBIT-3D,60235,,401.725,2246.500,9600bps GMSK,,unknown,LICR-0509-3868-4896-9571
ORCASAT,55126,,437.060,,10.17kbit/s FSK,,active,
OreSat-0,52017,,436.500/2425.000,436.500,9k6FSK 96kGMSK 1M_DPSK CW,KJ7SAT,re-entered,VTFA-5315-6080-2422-3537
OreSat-0.5,60525,,436.500,,9600bps GMSK,KJ7SAT-11,active,DKCD-1609-0567-7056-3922
OrigamiSat-1,43933,,437.505/5840.000,437.497,1200bps AFSK CW,JS1YAX,re-entered,FTGL-8131-7728-0174-9617
OrigamiSat-2,,,437.505/5840.000,437.505,1k2AFSK BPSK QPSK CW,,to be launched,
ORS-Squared,,,437.325,,9600bps GMSK,,failure,
OSIRIS-3U,43027,,437.505,,9k6-38k4 GMSK,,re-entered,
OSSI-1,39131,,437.525,145.980,1200bps AFSK CW,,unknown,
OSW-CAZORLA,,,2220.000,,,,unknown,
Otter-Pup,56933,,400.500,,38k4 GFSK,,unknown,TOVH-3956-2034-5742-2102
OUFTI-1,41458,435.045,145.950,145.980,9600bps DSTAR FSK CW,OUFTI-1,inactive,SPNS-3514-9662-2262-1618
OUTPOST-MISSION-2,58334,,401.250/401.500,,FM,,unknown,MHAO-0598-9456-4702-5334
Owlsat,,,436.975,,9600bps GFSK,,unknown,
O/OREOS,37224,,437.305,,1200bps AFSK,KF6JBP,inactive,NNDS-9454-0102-7564-5792
PACE-1,48909,,437.485/2283.000,437.485,1200bps AFSK FM CW,,inactive,RWRB-2528-1524-5557-1934
PACE,58928,,2273.250,,,,active,
PACSAT,20439,145.920,437.026,,FM USB,,inactive,BWUQ-1126-2556-9888-6948
PACSAT,20439,145.920,437.026,2401.143,1200bps JAS,PACSAT-11 12,inactive,BWUQ-1126-2556-9888-6948
Painani-1,44365,,437.475,,9600bps GMSK,SPACE,re-entered,WBJA-6977-6678-2578-1332
Painani-2,48942,,437.475/2410.300,,9600bps GMSK,,active,
PARS-1,59065,,145.000/2221.000,,FM,,unknown,SUWO-0538-8117-4734-1584
Parus-MGTU,58173,,437.200,,9k6/12k0 FSK,,re-entered,ZFWW-4105-8005-8470-1991
Parus-T1,,145.825,145.825/436.850,,1k2AFSK APRS_Digipeater,BN0TIT-6,active,
Parus-T1A,,145.825/145.980,145.825/435.250/437.850,,1k2AFSK APRS FM,,failure,
PCSAT-1,26931,145.827,145.827,,1200bps AFSK,(A) W3ADO-1,active,MIOI-0494-0446-3367-1916
PCSAT-1,26931,435.250,145.827,,9600bps FSK,(A) PCSAT-1,inactive,MIOI-0494-0446-3367-1916
PCSAT-1,26931,,144.390,,1200bps AFSK,(B) PCSAT-11,inactive,MIOI-0494-0446-3367-1916
PCSAT-1,26931,,144.390,,9600bps FSK,(B) PCSAT-12,inactive,MIOI-0494-0446-3367-1916
PCSAT-2,,145.825,435.275/437.975,,9600bps FSK,PC2TLM,re-entered,
PearlAfricaSat-1,54535,,145.825/435.375,435.375,4800bps GMSK APRS CW,,inactive,
PEARL-1C,58342,,435.310,,9600bps GMSK,PEARLC,active,BSTS-8626-7603-3020-3063
PEARL-1H,58265,,435.390,,9600bps GMSK,PEARLH,active,GLVU-3778-3036-0537-1969
Pegasus-1,,,468.000,,FSK,,unknown,
Pegasus,42784,,436.670,,9600bps GMSK,ON03AT,inactive,ODVU-9534-1482-5519-1606
Pelican-1,,,,,,,unknown,
Perseus-M1,40039,,400.160/400.170*,,9600bps GFSK,CQ,non-amateur,MDCA-9404-9971-4796-4779
Perseus-M2,40037,,400.190/400.221*,,9600bps GFSK,CQ,non-amateur,
PETITSAT,55130,,2273.000,,FM,,inactive,
PharmaSat-1,35002,,437.465,,1200bps AFSK,KE7EGC,inactive,
Phase-3A,,435.153-435.277,145.962-145.838,145.810,SSB CW,,failure,
